id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis 
142242,Dragon Ball Z: Moetsukiro!! Nessen Ressen Chô-Gekisen,72,1993,7.5,,9419,,,Vegeta is lured to the planet New Vegeta by a group of Saiyan survivors in hopes that he will be the king of their new planet. But when he finds that they have ulterior motives of universal...
142342,Ocka po sili,93,1999,6.4,41,197339,163479795,PG-13,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father."
142688,Deveta vrata,133,1999,6.7,44,165325,18661336,R,"A rare book dealer, while seeking out the last two copies of a demon text, gets drawn into a conspiracy with supernatural overtones."
142804,Resurrection,108,1999,6.1,,8954,,R,Chicago homicide detectives Prudhome and Hollingsworth are assigned to investigate a murder. Both become entangled in the plot of a serial killer whose goal is to recreate the body of Christ.
143145,Vse in še svet,128,1999,6.4,57,186184,126943684,PG-13,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain."
144084,Ameriski psiho,101,2000,7.6,64,479778,15070285,R,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
144117,Umazana svetnika,108,1999,7.8,44,225542,25812,R,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
144120,Bride of Chucky,89,1998,5.4,48,51778,32383850,R,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll."
144168,Dick,94,1999,6.1,65,18401,6241697,PG-13,Two girls wander away from a White House tour and meet President Nixon.
144201,La fille sur le pont,90,1999,7.6,75,13093,1708496,R,"One night, a fading entertainer intervenes when a woman contemplates suicide, beginning a strange, unpredictable relationship."
144214,The General's Daughter,116,1999,6.4,47,52796,102705852,R,"When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point."
144528,Trceni profesor 2,106,2000,4.4,38,47847,123309890,PG-13,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love."
144640,Trije za tango,98,1999,6.0,36,18209,10544143,PG-13,"A rich businessman's assumption that his new colleague is gay leads him to ask the man to keep an eye on his mistress. However, the man is not gay, and begins to fall for the woman himself."
144715,Sveti dim,115,1999,5.9,57,13838,1758780,R,"Ruth's been brainwashed by a guru in Delhi, India. Her parents in Sydney hire a specialist in reversing this. Ruth is tricked to return to Australia and is isolated in an outback cabin with the specialist. It gets messy."
144814,The Rage: Carrie 2,104,1999,4.7,42,15421,17762705,R,"A horrible massacre strikes up after an outcast teenage girl is taunted by a group of high school jocks, all of them unaware of her cutthroat telekinetic powers."
144964,Highlander: Endgame,87,2000,4.6,21,19222,12801190,R,"Immortals Connor and Duncan MacLeod must join forces against Kell, an evil immortal who has become too strong for anyone to face alone."
145487,Spider-Man,121,2002,7.3,73,679462,403706375,PG-13,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family."
145503,Sunshine,181,1999,7.5,71,12937,5095981,R,The fate of a Hungarian Jewish family throughout the 20th century.
145531,Stigmata,103,1999,6.2,28,63882,50046268,R,"When a young woman becomes afflicted by stigmata, a priest is sent to investigate her case, which may have severe ramifications for his faith and for the Catholic Church itself."
145547,Two Hands,103,1999,7.1,,9989,,R,A 19 year old finds himself in debt to a local gangster when some gang loot disappears and sets him on the run from thugs. Meanwhile two street kids start a shopping spree when they find the missing money.
145653,Angela's Ashes,145,1999,7.3,54,20251,13038660,R,"Based on the best-selling autobiography by Irish expatriate Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the ..."
145660,Austin Powers: The Spy Who Shagged Me,95,1999,6.6,59,214585,206040086,PG-13,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless""."
145681,Zbiralec kosti,118,1999,6.7,45,152547,66518655,R,A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.
145734,Srcne igre,121,1998,7.0,,18483,3956212,R,Eleven articulate people work through affairs of the heart in Los Angeles.
145893,Sanjsko dekle,96,1999,5.3,27,13184,4394936,PG-13,"A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams."
146309,Thirteen Days,145,2000,7.3,67,53473,34592089,PG-13,"In October 1962, the Kennedy administration struggles to contain the Cuban Missile Crisis."
146316,Lara Croft: Tomb Raider,100,2001,5.8,33,196055,131144183,PG-13,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
146336,Urban Legend,99,1998,5.6,35,59468,38072438,R,A college student suspects a series of bizarre deaths are connected to certain urban legends.
146675,Zacetek konca,122,1999,5.8,33,104667,66889043,R,"At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him."
146838,Za vsako ceno,162,1999,6.9,52,111180,75530832,R,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.
146882,Zvestoba do groba,113,2000,7.5,79,166445,27277055,R,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress."
146984,Legenda o Baggerju Vanceu,126,2000,6.7,47,53053,30695227,PG-13,A down-and-out golfer attempts to recover his game and his life with help from a mystical caddy.
147004,Tihi glas,97,1998,6.9,68,15633,4595000,R,"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend."
147612,Happiness,134,1998,7.7,81,65780,2807390,,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection."
147800,10 razlogov zakaj te sovrazim,97,1999,7.3,70,292572,38176108,PG-13,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does."
149261,Deep Blue Sea,105,1999,5.9,54,123760,73648142,R,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back."
149601,Agir Roman,120,1997,7.7,,9862,,,"A young car mechanic, while in the middle of an unlikely love affair, tries to protect the people in his poor neighborhood from a gangster who terrorizes the locals."
149624,Vsi ti lepi konji,116,2000,5.8,55,12820,15527125,PG-13,"Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter."
149691,Samo tu ne,114,1999,6.2,59,16771,18653615,PG-13,A mother and daughter search for success in Beverly Hills.
150216,Cradle Will Rock,132,1999,6.8,64,8733,2899970,R,"A true story of politics and art in the 1930s U.S., focusing on a leftist musical drama and attempts to stop its production."
150377,Pravica do umora,105,1999,6.5,40,73333,116741558,R,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him."
150662,Pokazi mi ljubezen,89,1998,7.5,73,49582,168761,,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin."
150915,Hilary and Jackie,121,1998,7.3,78,9672,4874838,R,"The tragic story of world renowned classic cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi."
150992,Hum Dil De Chuke Sanam,188,1999,7.5,,16745,,,"Nandini has to choose between Sameer, the man who taught her to fall in love; and Vanraj, the man from whom she learnt how to abide and fulfill promises of love."
151137,Joan of Arc,158,1999,6.4,54,63570,14276317,R,A young girl receives a vision that drives her to rid France of its oppressors.
151150,Josh,162,2000,6.1,,9311,426318,,Shah Rukh Khan and Sharad Kapoor are the leaders of the two rival gangs. Aishwarya Rai is Shah Rukh Khan's twin sister. Shah Rukh is in love with Priya Gill. Chandrachur Singh is Sharad ...
151568,Topsy-Turvy,160,1999,7.3,90,11618,6201757,R,"Set in the 1880s, the story of how, during a creative dry spell, the partnership of the legendary musical/theatrical writers Gilbert and Sullivan almost dissolves, before they turn it all around and write the Mikado."
151691,My Name Is Joe,105,1998,7.5,,7641,346696,R,"Two thirtysomethings, unemployed former alcoholic Joe and community health worker Sarah, start a romantic relationship in the one of the toughest Glasgow neighbourhoods."
151738,Prvi poljub,107,1999,6.1,60,82394,55474756,PG-13,A newspaper reporter enrolls in high school as part of research for a story.
151804,Kako dobiti nogo,89,1999,7.7,68,238945,10824921,R,Three company workers who hate their jobs decide to rebel against their greedy boss.
152930,Taksi,86,1998,7.0,,76028,268254,,"To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers."
